Gene_symbol	Ensembl gene ID	Chrom	CDS_Begin	CDS_End	Essential	Non-essential	Overexpressed_in_the_brain	Exon_number	CDS_length	GC%
SEL1L	ENSG00000071537	14	81937893	82000205	Y	N	N	21	2385	38.48
FLRT2	ENSG00000185070	14	85996488	86095034	Y	N	Y	2	1983	40.12
GALC	ENSG00000054983	14	88304164	88460009	Y	N	N	17	2058	39.12
TTC8	ENSG00000165533	14	89290497	89344335	Y	N	N	15	1596	36.63
PSMC1	ENSG00000100764	14	90722839	90738968	Y	N	N	11	1323	43.93
TRIP11	ENSG00000100815	14	92432335	92507241	Y	N	N	21	5940	37.97
CHGA	ENSG00000100604	14	93389425	93401638	Y	N	N	8	1374	56.35
UNC79	ENSG00000133958	14	93799565	94174222	Y	N	N	51	7974	39.32
GSC	ENSG00000133937	14	95234553	95236562	Y	N	N	3	774	65.37
DICER1	ENSG00000100697	14	95552565	95624347	Y	N	Y	29	5769	38
BDKRB2	ENSG00000168398	14	96671016	96710666	Y	N	N	3	1176	50.21
BCL11B	ENSG00000127152	14	99635624	99737861	Y	N	N	4	2685	50.77
CCNK	ENSG00000090061	14	99947506	100001381	Y	N	N	11	1743	50.14
YY1	ENSG00000100811	14	100704635	100749129	Y	N	N	5	1245	45.55
DLK1	ENSG00000185559	14	101192042	101201539	Y	N	N	5	1152	56.95
RTL1	ENSG00000254656	14	101346992	101351184	Y	N	N	1	4077	58.05
DIO3	ENSG00000197406	14	102027834	102028748	Y	N	N	1	915	60.8
DYNC1H1	ENSG00000197102	14	102430865	102517129	Y	N	Y	78	13941	46.94
TRAF3	ENSG00000131323	14	103243813	103377837	Y	N	N	11	1707	45.83
AMN	ENSG00000166126	14	103388993	103399933	Y	N	N	12	1362	62.56
MARK3	ENSG00000075413	14	103851729	103970168	Y	N	N	19	2331	42.15
KIF26A	ENSG00000066735	14	104605060	104647231	Y	N	N	15	5649	63.77
AKT1	ENSG00000142208	14	105235686	105262088	Y	N	N	14	1443	64.08
JAG2	ENSG00000184916	14	105607318	105635161	Y	N	N	26	3717	65.88
CYFIP1	ENSG00000068793	15	22892005	23006016	Y	N	N	31	3762	48.83
MAGEL2	ENSG00000254585	15	23888691	23891175	Y	N	N	1	1941	54.69
NDN	ENSG00000182636	15	23930565	23932450	Y	N	Y	1	966	52.55
SNRPN	ENSG00000128739	15	25068794	25223870	Y	N	N	8	735	41.92
UBE3A	ENSG00000114062	15	25582381	25684128	Y	N	Y	11	2628	36.13
GABRB3	ENSG00000166206	15	26788693	27184686	Y	N	Y	10	1590	41.34
OCA2	ENSG00000104044	15	28000021	28344504	Y	N	N	24	2517	43.49
HERC2	ENSG00000128731	15	28356186	28567298	Y	N	Y	93	14505	43.74
CHRNA7	ENSG00000175344	15	32322691	32464722	Y	N	Y	10	1596	41.69
SCG5	ENSG00000166922	15	32933877	32989299	Y	N	Y	4	651	42.31
GREM1	ENSG00000166923	15	33010175	33026870	Y	N	N	2	555	43.51
FMN1	ENSG00000248905	15	33057747	33486897	Y	N	N	18	4260	39.64
ACTC1	ENSG00000159251	15	35080297	35088340	Y	N	N	7	1134	46.22
THBS1	ENSG00000137801	15	39873280	39891667	Y	N	N	22	3513	43.51
EIF2AK4	ENSG00000128829	15	40226347	40327797	Y	N	N	39	4950	40.17
BUB1B	ENSG00000156970	15	40453224	40513337	Y	N	N	23	3195	38.74
CASC5	ENSG00000137812	15	40886218	40956540	Y	N	N	27	7029	41.23
RAD51	ENSG00000051180	15	40986972	41024354	Y	N	N	10	1023	43.5
DNAJC17	ENSG00000104129	15	41060067	41099675	Y	N	N	11	915	49.79
SPINT1	ENSG00000166145	15	41136216	41150405	Y	N	N	11	1590	53.63
DLL4	ENSG00000128917	15	41221538	41231237	Y	N	N	11	2058	57.2
NUSAP1	ENSG00000137804	15	41624892	41673248	Y	N	N	11	1326	44.52
SNAP23	ENSG00000092531	15	42783431	42837547	Y	N	N	8	636	42.26
CDAN1	ENSG00000140326	15	43015757	43029324	Y	N	N	28	3684	54.46
TTBK2	ENSG00000128881	15	43030932	43213007	Y	N	N	15	3735	39.87
PDIA3	ENSG00000167004	15	44038590	44065477	Y	N	N	13	1518	43.02
SLC30A4	ENSG00000104154	15	45771809	45815005	Y	N	N	8	1290	39.9
SLC12A1	ENSG00000074803	15	48483861	48596275	Y	N	N	26	3300	38.11
FBN1	ENSG00000166147	15	48700503	48938046	Y	N	N	66	8616	38.92
COPS2	ENSG00000166200	15	49398268	49447858	Y	N	N	13	1353	35.44
GABPB1	ENSG00000104064	15	50569389	50647605	Y	N	N	9	1188	39.45
USP8	ENSG00000138592	15	50716577	50793280	Y	N	N	20	3357	39.56
TRPM7	ENSG00000092439	15	50844670	50979012	Y	N	N	39	5598	38.89
MAPK6	ENSG00000069956	15	52244303	52358462	Y	N	N	6	2166	43.19
GNB5	ENSG00000069966	15	52413117	52483566	Y	N	Y	13	1188	45.18
MYO5A	ENSG00000197535	15	52599480	52821247	Y	N	N	42	5643	39.92
ONECUT1	ENSG00000169856	15	53049186	53083273	Y	N	N	2	1398	46.72
NEDD4	ENSG00000069869	15	56119120	56285944	Y	N	N	25	3960	38.51
TCF12	ENSG00000140262	15	57210821	57591479	Y	N	N	21	2121	37.17
ALDH1A2	ENSG00000128918	15	58245622	58790065	Y	N	N	13	1557	41.16
ADAM10	ENSG00000137845	15	58887403	59042177	Y	N	N	16	2247	37.4
RNF111	ENSG00000157450	15	59157374	59389618	Y	N	N	13	3012	39.52
CCNB2	ENSG00000157456	15	59397277	59417244	Y	N	N	9	1197	42.64
MYO1E	ENSG00000157483	15	59427113	59665099	Y	N	N	28	3327	43.5
FOXB1	ENSG00000171956	15	60296421	60353929	Y	N	N	2	978	41.12
RORA	ENSG00000069667	15	60780483	61521518	Y	N	N	12	1671	41.64
TPM1	ENSG00000140416	15	63334831	63364114	Y	N	N	10	981	45.06
MAP2K1	ENSG00000169032	15	66679155	66784754	Y	N	Y	11	1182	44.71
SMAD6	ENSG00000137834	15	66994566	67074338	Y	N	N	4	1491	50.92
MAP2K5	ENSG00000137764	15	67835047	68099461	Y	N	Y	22	1347	39.55
PIAS1	ENSG00000033800	15	68346517	68483096	Y	N	Y	15	1962	37.51
GLCE	ENSG00000138604	15	69452923	69564544	Y	N	Y	5	1854	36.64
TLE3	ENSG00000140332	15	70340129	70390515	Y	N	N	20	2349	52.15
PKM	ENSG00000067225	15	72491370	72524164	Y	N	N	12	1596	48.38
BBS4	ENSG00000140463	15	72978527	73030817	Y	N	N	16	1584	40.75
NEO1	ENSG00000067141	15	73344051	73597547	Y	N	Y	29	4386	38.73
HCN4	ENSG00000138622	15	73612200	73661605	Y	N	N	8	3612	55.08
ISLR2	ENSG00000167178	15	74392652	74430881	Y	N	N	2	2238	50.88
CYP11A1	ENSG00000140459	15	74630100	74660081	Y	N	N	9	1566	47.6
ARID3B	ENSG00000179361	15	74833518	74890472	Y	N	N	9	1683	46.67
CYP1A2	ENSG00000140505	15	75041185	75048543	Y	N	N	7	1551	52.03
CSK	ENSG00000103653	15	75074398	75095539	Y	N	N	13	1353	56.64
MPI	ENSG00000178802	15	75182346	75191798	Y	N	N	8	1272	52.84
SIN3A	ENSG00000169375	15	75661720	75748183	Y	N	N	21	3822	44.13
PTPN9	ENSG00000169410	15	75759462	75871630	Y	N	N	13	1782	45.11
ISL2	ENSG00000159556	15	76629065	76634817	Y	N	N	6	1080	59.5
CHRNA3	ENSG00000080644	15	78885394	78913637	Y	N	Y	6	1518	47.02
MORF4L1	ENSG00000185787	15	79102829	79190475	Y	N	N	13	1089	45.4
FAH	ENSG00000103876	15	80444832	80479288	Y	N	N	14	1260	49.96
ARNT2	ENSG00000172379	15	80696692	80890278	Y	N	Y	19	2154	45.48
NTRK3	ENSG00000140538	15	88402982	88799999	Y	N	Y	19	2520	45.3
ACAN	ENSG00000157766	15	89346674	89418585	Y	N	N	18	7593	50.26
POLG	ENSG00000140521	15	89859534	89878092	Y	N	N	23	3720	52.53
KIF7	ENSG00000166813	15	90152020	90198682	Y	N	N	19	4032	49.35
MESP1	ENSG00000166823	15	90291892	90294541	Y	N	N	2	807	60.98
MESP2	ENSG00000188095	15	90303822	90321982	Y	N	N	2	1194	51.44
BLM	ENSG00000197299	15	91260558	91358859	Y	N	N	22	4254	40.7
FURIN	ENSG00000140564	15	91411822	91426688	Y	N	N	16	2385	58.47
FES	ENSG00000182511	15	91426925	91439006	Y	N	N	19	2469	59.18
CHD2	ENSG00000173575	15	93425937	93571237	Y	N	N	39	5487	39.11
RGMA	ENSG00000182175	15	93586636	93632433	Y	N	Y	4	1377	52.74
NR2F2	ENSG00000185551	15	96869167	96883492	Y	N	N	3	1245	48.74
IGF1R	ENSG00000140443	15	99192200	99507759	Y	N	N	21	4104	44.52
MEF2A	ENSG00000068305	15	100017370	100256671	Y	N	N	12	1521	39.28
ALDH1A3	ENSG00000184254	15	101402129	101456831	Y	N	N	13	1539	48.86
PCSK6	ENSG00000140479	15	101840818	102065405	Y	N	N	23	2907	48.26
NPRL3	ENSG00000103148	16	134273	188859	Y	N	N	14	1707	51.3
HBZ	ENSG00000130656	16	202686	204502	Y	N	N	3	429	68.63
AXIN1	ENSG00000103126	16	337440	402673	Y	N	N	11	2589	54.36
STUB1	ENSG00000103266	16	730224	732799	Y	N	Y	7	912	65.14
NARFL	ENSG00000103245	16	779753	791329	Y	N	N	11	1431	60.83
LMF1	ENSG00000103227	16	903634	1031318	Y	N	N	11	1704	56.82
UBE2I	ENSG00000103275	16	1355548	1377019	Y	N	N	5	555	59.08
CLCN7	ENSG00000103249	16	1494935	1525581	Y	N	Y	24	2706	60.03
TELO2	ENSG00000100726	16	1543345	1560458	Y	N	N	21	2514	63.09
MAPK8IP3	ENSG00000138834	16	1756184	1820318	Y	N	Y	32	4011	56.84
TSC2	ENSG00000103197	16	2097466	2138716	Y	N	N	42	5424	60.06
PKD1	ENSG00000008710	16	2138711	2185899	Y	N	Y	46	12912	63.1
MLST8	ENSG00000167965	16	2254249	2259417	Y	N	N	8	984	61.98
E4F1	ENSG00000167967	16	2273560	2285743	Y	N	N	14	2355	61.56
ABCA3	ENSG00000167972	16	2325882	2390747	Y	N	N	33	5115	53.03
CCNF	ENSG00000162063	16	2479395	2508855	Y	N	N	17	2361	52.76
ATP6V0C	ENSG00000185883	16	2563727	2570219	Y	N	N	3	468	60.7
PDPK1	ENSG00000140992	16	2587965	2653189	Y	N	N	14	1671	52.51
MEFV	ENSG00000103313	16	3292028	3306627	Y	N	N	10	2346	51.42
SLX4	ENSG00000188827	16	3631182	3661599	Y	N	N	15	5505	52.4
CREBBP	ENSG00000005339	16	3775055	3930727	Y	N	N	31	7329	45.01
TFAP4	ENSG00000090447	16	4307187	4323076	Y	N	N	7	1017	56.39
DNAJA3	ENSG00000103423	16	4475806	4506776	Y	N	N	12	1443	49.02
MGRN1	ENSG00000102858	16	4674826	4740975	Y	N	N	17	1731	55.65
PMM2	ENSG00000140650	16	8882680	8943188	Y	N	N	8	741	46.16
USP7	ENSG00000187555	16	8985951	9058371	Y	N	Y	31	3309	46.24
SOCS1	ENSG00000185338	16	11348262	11350036	Y	N	N	2	636	68.56
ERCC4	ENSG00000175595	16	14014014	14046202	Y	N	N	11	2751	39.57
MKL2	ENSG00000186260	16	14165178	14360630	Y	N	N	17	3300	38.53
RRN3	ENSG00000085721	16	15153879	15188174	Y	N	N	18	1956	42.09
MYH11	ENSG00000133392	16	15796992	15950890	Y	N	N	42	5940	48.17
COQ7	ENSG00000167186	16	19078921	19091417	Y	N	N	6	654	46.2
GPRC5B	ENSG00000167191	16	19868616	19897489	Y	N	Y	4	1290	51.35
SCNN1G	ENSG00000166828	16	23194036	23228204	Y	N	N	13	1950	47.52
SCNN1B	ENSG00000168447	16	23289552	23392620	Y	N	N	14	2058	48.05
PALB2	ENSG00000083093	16	23614488	23652631	Y	N	N	13	3561	43.54
PLK1	ENSG00000166851	16	23688977	23701688	Y	N	N	10	1812	50.69
RBBP6	ENSG00000122257	16	24549014	24584184	Y	N	N	18	5379	37.61
LCMT1	ENSG00000205629	16	25123050	25189552	Y	N	Y	11	1005	45.35
GTF3C1	ENSG00000077235	16	27470876	27561234	Y	N	N	37	6330	49.42
SH2B1	ENSG00000178188	16	28857921	28885526	Y	N	Y	11	2271	51.11
ATP2A1	ENSG00000196296	16	28889726	28915830	Y	N	N	22	3006	54.04
SPNS1	ENSG00000169682	16	28985542	28995869	Y	N	N	13	1722	55.79
KIF22	ENSG00000079616	16	29802040	29816706	Y	N	N	14	1998	50.19
PPP4C	ENSG00000149923	16	30087299	30096698	Y	N	N	8	924	54.46
TBX6	ENSG00000149922	16	30097114	30103208	Y	N	N	9	1311	57.33
MYLPF	ENSG00000180209	16	30382255	30389312	Y	N	N	5	600	54.7
HSD3B7	ENSG00000099377	16	30996519	31000473	Y	N	N	7	1110	60.68
STX4	ENSG00000103496	16	31044210	31054296	Y	N	N	11	894	55.52
BCKDK	ENSG00000103507	16	31117428	31124110	Y	N	N	13	1239	57.83
KAT8	ENSG00000103510	16	31127075	31142714	Y	N	N	10	1404	52.56
FUS	ENSG00000089280	16	31191431	31203127	Y	N	N	15	1584	47.05
ZNF423	ENSG00000102935	16	49521435	49891830	Y	N	Y	9	3855	50.74
ADCY7	ENSG00000121281	16	50280048	50352046	Y	N	N	26	3243	54.43
CYLD	ENSG00000083799	16	50775961	50835846	Y	N	N	19	2871	36.42
SALL1	ENSG00000103449	16	51169886	51185278	Y	N	Y	3	3975	44.46
RBL2	ENSG00000103479	16	53467889	53525561	Y	N	N	22	3420	38.71
RPGRIP1L	ENSG00000103494	16	53631595	53737850	Y	N	N	27	3948	37.27
FTO	ENSG00000140718	16	53737875	54155853	Y	N	N	9	1518	39.85
GNAO1	ENSG00000087258	16	56225302	56391356	Y	N	Y	8	1065	49.47
CIAPIN1	ENSG00000005194	16	57462081	57481440	Y	N	N	9	939	44.41
CNGB1	ENSG00000070729	16	57917503	58005020	Y	N	N	33	3756	50.36
CDH5	ENSG00000179776	16	66400533	66438686	Y	N	N	12	2355	49.54
TK2	ENSG00000166548	16	66541906	66586447	Y	N	N	10	924	49.54
CBFB	ENSG00000067955	16	67063019	67134961	Y	N	N	6	564	40.45
E2F4	ENSG00000205250	16	67226072	67232821	Y	N	N	10	1242	56.55
HSD11B2	ENSG00000176387	16	67464555	67471456	Y	N	N	5	1218	59.84
ATP6V0D1	ENSG00000159720	16	67471917	67515140	Y	N	Y	9	1179	53.78
AGRP	ENSG00000159723	16	67516474	67517716	Y	N	N	4	399	60.42
CTCF	ENSG00000102974	16	67596310	67673086	Y	N	N	12	2184	45.32
THAP11	ENSG00000168286	16	67876213	67878097	Y	N	N	1	945	59.95
NFATC3	ENSG00000072736	16	68118654	68263162	Y	N	N	10	3228	41.53
SMPD3	ENSG00000103056	16	68392231	68482591	Y	N	N	9	1968	51.06
CDH1	ENSG00000039068	16	68771128	68869445	Y	N	N	16	2649	46.9
TERF2	ENSG00000132604	16	69389464	69442474	Y	N	Y	10	1503	44.29
NFAT5	ENSG00000102908	16	69598997	69738569	Y	N	N	15	4650	38.64
VAC14	ENSG00000103043	16	70721342	70835064	Y	N	N	19	2349	54
HYDIN	ENSG00000157423	16	70841281	71264625	Y	N	N	86	15366	41.08
AP1G1	ENSG00000166747	16	71762913	71843104	Y	N	N	26	2538	40.73
HP	ENSG00000257017	16	72088491	72094954	Y	N	N	7	1221	47.68
PSMD7	ENSG00000103035	16	74330673	74340186	Y	N	N	7	975	43.55
GLG1	ENSG00000090863	16	74485856	74641012	Y	N	N	27	3612	42.17
BCAR1	ENSG00000050820	16	75262928	75301951	Y	N	N	8	2751	59.64
TERF2IP	ENSG00000166848	16	75681684	75795051	Y	N	Y	3	1200	42.41
WWOX	ENSG00000186153	16	78133310	79246564	Y	N	Y	9	1245	42.64
MAF	ENSG00000178573	16	79619740	79634611	Y	N	Y	2	1212	44.86
ATMIN	ENSG00000166454	16	81069452	81080963	Y	N	Y	4	2472	44.63
HSD17B2	ENSG00000086696	16	82068609	82132139	Y	N	N	5	1164	42.39
MBTPS1	ENSG00000140943	16	84087368	84150511	Y	N	N	23	3159	45.13
FOXF1	ENSG00000103241	16	86544133	86548076	Y	N	N	2	1140	59.08
FOXC2	ENSG00000176692	16	86600857	86602539	Y	N	N	1	1506	70.89
FOXL1	ENSG00000176678	16	86612115	86615303	Y	N	N	1	1038	56.91
ZFPM1	ENSG00000179588	16	88519725	88601572	Y	N	N	10	3021	63.16
APRT	ENSG00000198931	16	88875747	88878352	Y	N	N	5	543	64.35
ANKRD11	ENSG00000167522	16	89334038	89556969	Y	N	N	14	7992	51.19
TUBB3	ENSG00000198211	16	89987800	90005169	Y	N	Y	4	1353	58.5
VPS53	ENSG00000141252	17	411908	624957	Y	N	Y	22	2499	45.86
NXN	ENSG00000167693	17	702553	883010	Y	N	N	8	1308	50.99
YWHAE	ENSG00000108953	17	1247566	1303672	Y	N	N	6	768	44.81
CRK	ENSG00000167193	17	1323983	1366456	Y	N	N	3	915	49.13
INPP5K	ENSG00000132376	17	1397865	1420182	Y	N	N	12	1347	53.88
PITPNA	ENSG00000174238	17	1421012	1466110	Y	N	Y	12	813	49.88
RPA1	ENSG00000132383	17	1732996	1803376	Y	N	N	17	1851	44.49
DPH1	ENSG00000108963	17	1933404	1946724	Y	N	N	13	1332	56.54
HIC1	ENSG00000177374	17	1957448	1962980	Y	N	N	2	2202	70.99
MNT	ENSG00000070444	17	2287354	2304412	Y	N	Y	7	1749	61.67
PAFAH1B1	ENSG00000007168	17	2496504	2588888	Y	N	Y	11	1233	42.41
ASPA	ENSG00000108381	17	3375668	3406713	Y	N	Y	6	942	41.06
PFN1	ENSG00000108518	17	4848947	4852356	Y	N	N	3	497	57.98
DERL2	ENSG00000072849	17	5374571	5390131	Y	N	N	7	720	41.38
MED31	ENSG00000108590	17	6546635	6554954	Y	N	N	4	396	40.22
DLG4	ENSG00000132535	17	7093209	7123369	Y	N	Y	22	2304	55.23
DVL2	ENSG00000004975	17	7128660	7137864	Y	N	Y	15	2211	55.14
CLDN7	ENSG00000181885	17	7163222	7167302	Y	N	N	4	636	61.53
POLR2A	ENSG00000181222	17	7387685	7417933	Y	N	N	29	5913	49.68
ATP1B2	ENSG00000129244	17	7549945	7561086	Y	N	Y	7	873	54.22
TP53	ENSG00000141510	17	7565097	7590856	Y	N	N	11	1182	48.85
KDM6B	ENSG00000132510	17	7743222	7758114	Y	N	N	22	5049	60.63
ALOX12B	ENSG00000179477	17	7975954	7991021	Y	N	N	15	2106	55.46
HES7	ENSG00000179111	17	8023908	8027410	Y	N	N	4	693	63.26
VAMP2	ENSG00000220205	17	8062467	8066864	Y	N	Y	5	357	58.14
AURKB	ENSG00000178999	17	8108056	8113918	Y	N	N	9	1038	52.7
PFAS	ENSG00000178921	17	8150936	8173809	Y	N	N	28	4017	51.84
NDEL1	ENSG00000166579	17	8316449	8393729	Y	N	Y	9	1104	44.62
MYH10	ENSG00000133026	17	8377523	8534079	Y	N	N	43	6024	42
NTN1	ENSG00000065320	17	8924859	9147317	Y	N	N	6	1815	49.77
MAP2K4	ENSG00000065559	17	11924141	12047147	Y	N	Y	12	1233	37.09
MYOCD	ENSG00000141052	17	12569207	12672266	Y	N	N	14	2961	41.77
PMP22	ENSG00000109099	17	15133095	15168643	Y	N	Y	3	486	45.53
NCOR1	ENSG00000141027	17	15934718	16121499	Y	N	N	46	7323	39.76
FLCN	ENSG00000154803	17	17115526	17140502	Y	N	Y	14	1740	53.29
COPS3	ENSG00000141030	17	17150141	17184607	Y	N	N	12	1272	44.8
RAI1	ENSG00000108557	17	17584787	17714767	Y	N	N	6	5721	56.45
SREBF1	ENSG00000072310	17	17713713	17740325	Y	N	N	20	3534	58.04
LLGL1	ENSG00000131899	17	18128901	18148189	Y	N	N	23	3195	59.89
FLII	ENSG00000177731	17	18148129	18162230	Y	N	N	30	3810	59.59
TOP3A	ENSG00000177302	17	18174742	18218321	Y	N	N	19	3006	48.23
MAPK7	ENSG00000166484	17	19281034	19286857	Y	N	N	7	2451	59.22
NLK	ENSG00000087095	17	26368763	26523407	Y	N	Y	11	1584	37.3
IFT20	ENSG00000109083	17	26655352	26662515	Y	N	N	6	477	47.78
FOXN1	ENSG00000109101	17	26833261	26865914	Y	N	N	9	1947	55.58
TRAF4	ENSG00000076604	17	27071002	27077974	Y	N	N	7	1413	59.64
GIT1	ENSG00000108262	17	27900487	27921072	Y	N	N	21	2313	60.72
NSRP1	ENSG00000126653	17	28442539	28513493	Y	N	N	7	1677	38.57
SLC6A4	ENSG00000108576	17	28521337	28563020	Y	N	N	14	1893	46.87
BLMH	ENSG00000108578	17	28575218	28619074	Y	N	N	12	1368	40.18
ATAD5	ENSG00000176208	17	29158988	29222887	Y	N	N	23	5535	41.02
NF1	ENSG00000196712	17	29421945	29709134	Y	N	Y	58	8520	37.62
SUZ12	ENSG00000178691	17	30264037	30328064	Y	N	Y	16	2220	41
ZNF830	ENSG00000198783	17	33288549	33290205	Y	N	N	1	1119	45.93
LIG3	ENSG00000005156	17	33307517	33332088	Y	N	N	20	3030	47.71
RAD51D	ENSG00000185379	17	33426816	33448541	Y	N	N	10	1047	48.05
NLE1	ENSG00000073536	17	33458370	33469322	Y	N	N	13	1458	52.02
UNC45B	ENSG00000141161	17	33474836	33516364	Y	N	N	20	2796	47.22
LHX1	ENSG00000132130	17	35294772	35301917	Y	N	N	5	1221	57.15
AATF	ENSG00000108270	17	35306175	35414170	Y	N	N	12	1683	40.51
ACACA	ENSG00000132142	17	35441923	35766871	Y	N	Y	56	7152	41.27
HNF1B	ENSG00000108753	17	36046434	36105237	Y	N	N	9	1674	48.1
SOCS7	ENSG00000174111	17	36508111	36556019	Y	N	N	10	1746	44.18
PCGF2	ENSG00000056661	17	36890150	36906070	Y	N	Y	10	1035	57.06
PIP4K2B	ENSG00000141720	17	36921942	36956379	Y	N	Y	10	1251	49.36
CACNB1	ENSG00000067191	17	37329709	37353956	Y	N	N	14	1797	54.39
FBXL20	ENSG00000108306	17	37415384	37558776	Y	N	N	15	1317	43.31
MED1	ENSG00000125686	17	37560538	37607539	Y	N	N	17	4746	45.01
ERBB2	ENSG00000141736	17	37844167	37886679	Y	N	N	27	3768	52.09
MED24	ENSG00000008838	17	38175350	38217468	Y	N	N	25	3045	50.63
THRA	ENSG00000126351	17	38214543	38250120	Y	N	Y	10	1473	54.9
RARA	ENSG00000131759	17	38465444	38513094	Y	N	N	8	1437	56.87
KRT10	ENSG00000186395	17	38974369	38978847	Y	N	N	8	1755	42.64
KRT19	ENSG00000171345	17	39679869	39684560	Y	N	N	6	1203	57.44
KRT14	ENSG00000186847	17	39738531	39743173	Y	N	N	8	1419	55.16
JUP	ENSG00000173801	17	39775692	39943183	Y	N	N	15	2238	53.04
HAP1	ENSG00000173805	17	39873994	39890896	Y	N	N	12	2016	54.47
ACLY	ENSG00000131473	17	40023161	40075272	Y	N	N	29	3306	50.23
DHX58	ENSG00000108771	17	40253422	40264751	Y	N	N	14	2037	55.49
KAT2A	ENSG00000108773	17	40265126	40273376	Y	N	N	18	2514	58.67
STAT5B	ENSG00000173757	17	40351186	40428725	Y	N	N	19	2364	43.63
STAT5A	ENSG00000126561	17	40439565	40463961	Y	N	N	20	2385	54.63
STAT3	ENSG00000168610	17	40465342	40540449	Y	N	N	24	2313	44.98
TUBG1	ENSG00000131462	17	40761358	40767254	Y	N	N	11	1356	53.81
CCR10	ENSG00000184451	17	40830907	40833861	Y	N	N	2	1089	59.8
CNTNAP1	ENSG00000108797	17	40834632	40852010	Y	N	Y	24	4155	54.67
RAMP2	ENSG00000131477	17	40913212	40915055	Y	N	N	4	528	60.79
BECN1	ENSG00000126581	17	40962150	40976310	Y	N	N	12	1353	45.44
BRCA1	ENSG00000012048	17	41196312	41322290	Y	N	N	24	5658	44.09
SLC4A1	ENSG00000004939	17	42325753	42345509	Y	N	N	20	2736	55.8
FZD2	ENSG00000180340	17	42634925	42636907	Y	N	N	1	1698	64.85
GJC1	ENSG00000182963	17	42875816	42908179	Y	N	N	3	1191	44.78
NMT1	ENSG00000136448	17	43138680	43186377	Y	N	Y	12	1491	48.15
HEXIM1	ENSG00000186834	17	43224684	43229468	Y	N	N	1	1080	49.97
WNT3	ENSG00000108379	17	44839872	44910520	Y	N	N	5	1068	53.82
WNT9B	ENSG00000158955	17	44910567	44964096	Y	N	N	4	1074	51.24
ITGB3	ENSG00000259207	17	45331208	45421658	Y	N	N	15	2367	43.83
NPEPPS	ENSG00000141279	17	45600306	45700642	Y	N	Y	23	2760	41.25
KPNB1	ENSG00000108424	17	45726842	45762871	Y	N	Y	22	2631	43.14
SP2	ENSG00000167182	17	45973516	46006323	Y	N	N	7	1842	47.6
NFE2L1	ENSG00000082641	17	46125691	46138849	Y	N	Y	6	2319	54.35
HOXB1	ENSG00000120094	17	46605888	46608359	Y	N	N	2	906	58.41
HOXB2	ENSG00000173917	17	46618256	46623441	Y	N	N	2	1071	54.61
HOXB3	ENSG00000120093	17	46626232	46682274	Y	N	N	3	1296	52.52
HOXB4	ENSG00000182742	17	46652875	46657473	Y	N	N	2	756	54.1
IGF2BP1	ENSG00000159217	17	47074774	47133012	Y	N	N	15	1734	47.35
PHB	ENSG00000167085	17	47481414	47492246	Y	N	N	7	819	48.36
NGFR	ENSG00000064300	17	47572655	47592379	Y	N	N	6	1284	56.74
SPOP	ENSG00000121067	17	47676246	47755596	Y	N	Y	11	1125	40.44
KAT7	ENSG00000136504	17	47865917	47906458	Y	N	Y	15	1836	42.04
DLX3	ENSG00000064195	17	48067369	48072588	Y	N	N	3	864	57.41
ITGA3	ENSG00000005884	17	48133332	48167845	Y	N	N	25	3201	52.65
COL1A1	ENSG00000108821	17	48260650	48278993	Y	N	N	51	4395	58.46
NME1	ENSG00000239672	17	49230897	49239789	Y	N	N	6	534	46.45
NME2	ENSG00000011052	17	49230951	49249105	Y	N	N	9	879	48.86
MBTD1	ENSG00000011258	17	49254788	49337398	Y	N	N	17	1887	39.46
TMEM100	ENSG00000166292	17	53796988	53809482	Y	N	N	4	405	40.18
NOG	ENSG00000183691	17	54671060	54672951	Y	N	N	1	699	59.46
MSI2	ENSG00000153944	17	55333212	55762046	Y	N	N	14	987	47.5
VEZF1	ENSG00000136451	17	56048910	56065620	Y	N	N	6	1566	40.95
SRSF1	ENSG00000136450	17	56080854	56084707	Y	N	N	5	762	43.46
MKS1	ENSG00000011143	17	56282803	56296966	Y	N	N	18	1680	47.46
RAD51C	ENSG00000108384	17	56769934	56811703	Y	N	N	9	1131	41.75
PTRH2	ENSG00000141378	17	57774667	57784987	Y	N	N	3	543	43.08
CA4	ENSG00000167434	17	58227302	58236902	Y	N	N	8	939	57.01
PPM1D	ENSG00000170836	17	58677554	58742036	Y	N	N	6	1818	40.91
TBX2	ENSG00000121068	17	59477257	59486827	Y	N	N	7	2139	61.32
TBX4	ENSG00000121075	17	59529779	59562469	Y	N	N	9	1641	52.81
TANC2	ENSG00000170921	17	61086917	61505060	Y	N	Y	26	6003	37.68
ACE	ENSG00000159640	17	61554422	61599205	Y	N	N	25	3921	54.48
MAP3K3	ENSG00000198909	17	61699775	61773663	Y	N	N	17	1974	45.21
CCDC47	ENSG00000108588	17	61822610	61853711	Y	N	N	14	1452	42.02
SCN4A	ENSG00000007314	17	62015914	62050278	Y	N	N	24	5511	56.1
ERN1	ENSG00000178607	17	62120353	62207504	Y	N	N	22	2934	44.97
DDX5	ENSG00000108654	17	62495734	62504317	Y	N	N	13	1845	45.11
GNA13	ENSG00000120063	17	63006833	63052957	Y	N	N	4	1134	40.35
AXIN2	ENSG00000168646	17	63524681	63557765	Y	N	N	11	2532	51.32
